OID,Province_S,Country_Re,Lat,Lon,date,number_of_cases,number_of_deaths,number_of_recovered,coordinate,
, ,Bahrain,26.0275,50.55,2/26/2020 0:00,33,0,0,"50.55,26.0275",
, ,Bangladesh,23.685,90.3563,2/26/2020 0:00,0,0,0,"90.3563,23.685",
, ,Barbados,13.1939,-59.5432,2/26/2020 0:00,0,0,0,"-59.5432,13.1939",
, ,Belarus,53.7098,27.9534,2/26/2020 0:00,0,0,0,"27.9534,53.7098",
, ,Belgium,50.8333,4,2/26/2020 0:00,1,0,0,"4,50.8333",
, ,Belize,13.1939,-59.5432,2/26/2020 0:00,0,0,0,"-59.5432,13.1939",
, ,Benin,9.3077,2.3158,2/26/2020 0:00,0,0,1,"2.3158,9.3077",
, ,Bhutan,27.5142,90.4336,2/26/2020 0:00,0,0,0,"90.4336,27.5142",
, ,Bolivia,-16.2902,-63.5887,2/26/2020 0:00,0,0,6,"-63.5887,-16.2902",
, ,Bosnia and Herzegovina,43.9159,17.6791,2/26/2020 0:00,0,0,0,"17.6791,43.9159",
, ,Botswana,-22.3285,24.6849,2/26/2020 0:00,0,0,1,"24.6849,-22.3285",
, ,Brazil,-14.235,-51.9253,2/26/2020 0:00,1,0,0,"-51.9253,-14.235",
, ,Brunei,4.5353,114.7277,2/26/2020 0:00,0,0,0,"114.7277,4.5353",
, ,Bulgaria,42.7339,25.4858,2/26/2020 0:00,0,0,821,"25.4858,42.7339",
, ,Burkina Faso,12.2383,-1.5616,2/26/2020 0:00,0,0,257,"-1.5616,12.2383",
, ,Burma,21.9162,95.956,2/26/2020 0:00,0,0,0,"95.956,21.9162",
, ,Cabo Verde,16.5388,-23.0418,2/26/2020 0:00,0,0,422,"-23.0418,16.5388",
, ,Cambodia,11.55,104.9167,2/26/2020 0:00,1,0,235,"104.9167,11.55",
, ,Cameroon,3.848,11.5021,2/26/2020 0:00,0,0,82,"11.5021,3.848",
,Alberta,Canada,53.9333,-116.5765,2/26/2020 0:00,0,0,935,"-116.5765,53.9333",
,British Columbia,Canada,49.2827,-123.1207,2/26/2020 0:00,7,0,168,"-123.1207,49.2827",
,Diamond Princess,Canada,0,0,2/26/2020 0:00,0,0,0,"0,0",
,Grand Princess,Canada,37.6489,-122.6655,2/26/2020 0:00,0,0,112,"-122.6655,37.6489",
,Manitoba,Canada,53.7609,-98.8139,2/26/2020 0:00,0,0,133,"-98.8139,53.7609",
,New Brunswick,Canada,46.5653,-66.4619,2/26/2020 0:00,0,0,277,"-66.4619,46.5653",
,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/26/2020 0:00,0,0,283,"-57.6604,53.1355",
,Northwest Territories,Canada,64.8255,-124.8457,2/26/2020 0:00,0,0,0,"-124.8457,64.8255",
,Nova Scotia,Canada,44.682,-63.7443,2/26/2020 0:00,0,0,1112,"-63.7443,44.682",
,Ontario,Canada,51.2538,-85.3232,2/26/2020 0:00,4,0,30,"-85.3232,51.2538",
,Prince Edward Island,Canada,46.5107,-63.4168,2/26/2020 0:00,0,0,26403,"-63.4168,46.5107",
,Quebec,Canada,52.9399,-73.5491,2/26/2020 0:00,0,0,830,"-73.5491,52.9399",
,Recovered,Canada,0,0,2/26/2020 0:00,0,0,0,"0,0",
,Saskatchewan,Canada,52.9399,-106.4509,2/26/2020 0:00,0,0,45,"-106.4509,52.9399",
,Yukon,Canada,64.2823,-135,2/26/2020 0:00,0,0,0,"-135,64.2823",
, ,Central African Republic,6.6111,20.9394,2/26/2020 0:00,0,0,515,"20.9394,6.6111",
, ,Chad,15.4542,18.7322,2/26/2020 0:00,0,0,790,"18.7322,15.4542",
, ,Chile,-35.6751,-71.543,2/26/2020 0:00,0,0,73,"-71.543,-35.6751",
,Anhui,China,31.8257,117.2264,2/26/2020 0:00,989,6,93,"117.2264,31.8257",
,Beijing,China,40.1824,116.4142,2/26/2020 0:00,400,4,8,"116.4142,40.1824",
,Chongqing,China,30.0572,107.874,2/26/2020 0:00,576,6,68,"107.874,30.0572",
,Fujian,China,26.0789,117.9874,2/26/2020 0:00,294,1,18,"117.9874,26.0789",
,Gansu,China,37.8099,101.0583,2/26/2020 0:00,91,2,199,"101.0583,37.8099",
,Guangdong,China,23.3417,113.4244,2/26/2020 0:00,1347,7,405,"113.4244,23.3417",
,Guangxi,China,23.8298,108.7881,2/26/2020 0:00,252,2,279,"108.7881,23.8298",
,Guizhou,China,26.8154,106.8748,2/26/2020 0:00,146,2,112,"106.8748,26.8154",
,Hainan,China,19.1959,109.7453,2/26/2020 0:00,168,5,338,"109.7453,19.1959",
,Hebei,China,39.549,116.1306,2/26/2020 0:00,312,6,102,"116.1306,39.549",
,Heilongjiang,China,47.862,127.7615,2/26/2020 0:00,480,12,1,"127.7615,47.862",
,Henan,China,33.882,113.614,2/26/2020 0:00,1271,19,52,"113.614,33.882",
,Hong Kong,China,22.3,114.2,2/26/2020 0:00,91,2,156,"114.2,22.3",
,Hubei,China,30.9756,112.2707,2/26/2020 0:00,65187,2615,975,"112.2707,30.9756",
,Hunan,China,27.6104,111.7088,2/26/2020 0:00,1016,4,0,"111.7088,27.6104",
,Inner Mongolia,China,44.0935,113.9448,2/26/2020 0:00,75,0,0,"113.9448,44.0935",
,Jiangsu,China,32.9711,119.455,2/26/2020 0:00,631,0,0,"119.455,32.9711",
,Jiangxi,China,27.614,115.7221,2/26/2020 0:00,934,1,0,"115.7221,27.614",
,Jilin,China,43.6661,126.1923,2/26/2020 0:00,93,1,0,"126.1923,43.6661",
,Liaoning,China,41.2956,122.6085,2/26/2020 0:00,121,1,0,"122.6085,41.2956",
,Macau,China,22.1667,113.55,2/26/2020 0:00,10,0,10,"113.55,22.1667",
,Ningxia,China,37.2692,106.1655,2/26/2020 0:00,71,0,0,"106.1655,37.2692",
,Qinghai,China,35.7452,95.9956,2/26/2020 0:00,18,0,0,"95.9956,35.7452",
,Shaanxi,China,35.1917,108.8701,2/26/2020 0:00,245,1,0,"108.8701,35.1917",
,Shandong,China,36.3427,118.1498,2/26/2020 0:00,756,6,0,"118.1498,36.3427",
,Shanghai,China,31.202,121.4491,2/26/2020 0:00,337,3,0,"121.4491,31.202",
,Shanxi,China,37.5777,112.2922,2/26/2020 0:00,133,0,0,"112.2922,37.5777",
,Sichuan,China,30.6171,102.7103,2/26/2020 0:00,531,3,0,"102.7103,30.6171",
,Tianjin,China,39.3054,117.323,2/26/2020 0:00,135,3,0,"117.323,39.3054",
,Tibet,China,31.6927,88.0924,2/26/2020 0:00,1,0,0,"88.0924,31.6927",
,Xinjiang,China,41.1129,85.2401,2/26/2020 0:00,76,2,0,"85.2401,41.1129",
,Yunnan,China,24.974,101.487,2/26/2020 0:00,174,2,1,"101.487,24.974",
, ,France,46.2276,2.2137,2/28/2020 0:00,57,2,0,"2.2137,46.2276",
, ,Gabon,-0.8037,11.6094,2/28/2020 0:00,0,0,0,"11.6094,-0.8037",
, ,Gambia,13.4432,-15.3101,2/28/2020 0:00,0,0,0,"-15.3101,13.4432",
, ,Georgia,42.3154,43.3569,2/28/2020 0:00,1,0,0,"43.3569,42.3154",
, ,Germany,51,9,2/28/2020 0:00,48,0,0,"9,51",
, ,Ghana,7.9465,-1.0232,2/28/2020 0:00,0,0,0,"-1.0232,7.9465",
, ,Greece,39.0742,21.8243,2/28/2020 0:00,4,0,0,"21.8243,39.0742",
, ,Grenada,12.1165,-61.679,2/28/2020 0:00,0,0,0,"-61.679,12.1165",
, ,Guatemala,15.7835,-90.2308,2/28/2020 0:00,0,0,0,"-90.2308,15.7835",
, ,Guinea,9.9456,-9.6966,2/28/2020 0:00,0,0,1,"-9.6966,9.9456",
, ,Guinea-Bissau,11.8037,-15.1804,2/28/2020 0:00,0,0,917,"-15.1804,11.8037",
, ,Guyana,5,-58.75,2/28/2020 0:00,0,0,0,"-58.75,5",
, ,Haiti,18.9712,-72.2852,2/28/2020 0:00,0,0,0,"-72.2852,18.9712",
, ,Holy See,41.9029,12.4534,2/28/2020 0:00,0,0,0,"12.4534,41.9029",
, ,Honduras,15.2,-86.2419,2/28/2020 0:00,0,0,0,"-86.2419,15.2",
, ,Hungary,47.1625,19.5033,2/28/2020 0:00,0,0,0,"19.5033,47.1625",
, ,Iceland,64.9631,-19.0208,2/28/2020 0:00,1,0,0,"-19.0208,64.9631",
, ,India,21,78,2/28/2020 0:00,3,0,0,"78,21",
, ,Indonesia,-0.7893,113.9213,2/28/2020 0:00,0,0,0,"113.9213,-0.7893",
, ,Iran,32,53,2/28/2020 0:00,388,34,0,"53,32",
, ,Iraq,33,44,2/28/2020 0:00,7,0,0,"44,33",
, ,Ireland,53.1424,-7.6921,2/28/2020 0:00,0,0,1,"-7.6921,53.1424",
, ,Israel,31,35,2/28/2020 0:00,4,0,0,"35,31",
, ,Italy,43,12,2/28/2020 0:00,888,21,0,"12,43",
, ,Jamaica,18.1096,-77.2975,2/28/2020 0:00,0,0,0,"-77.2975,18.1096",
, ,Japan,36,138,2/28/2020 0:00,228,4,0,"138,36",
, ,Jordan,31.24,36.51,2/28/2020 0:00,0,0,0,"36.51,31.24",
, ,Kazakhstan,48.0196,66.9237,2/28/2020 0:00,0,0,1,"66.9237,48.0196",
, ,Kenya,-0.0236,37.9062,2/28/2020 0:00,0,0,0,"37.9062,-0.0236",
, ,"Korea, South",36,128,2/28/2020 0:00,2337,13,0,"128,36",
, ,Kosovo,42.602636,20.902977,2/28/2020 0:00,0,0,1059,"20.902977,42.602636",
, ,Kuwait,29.5,47.75,2/28/2020 0:00,45,0,0,"47.75,29.5",
, ,Kyrgyzstan,41.2044,74.7661,2/28/2020 0:00,0,0,0,"74.7661,41.2044",
, ,Laos,19.85627,102.495496,2/28/2020 0:00,0,0,0,"102.495496,19.85627",
, ,Latvia,56.8796,24.6032,2/28/2020 0:00,0,0,2,"24.6032,56.8796",
, ,Lebanon,33.8547,35.8623,2/28/2020 0:00,2,0,0,"35.8623,33.8547",
, ,Liberia,6.4281,-9.4295,2/28/2020 0:00,0,0,0,"-9.4295,6.4281",
, ,Libya,26.3351,17.228331,2/28/2020 0:00,0,0,0,"17.228331,26.3351",
, ,Liechtenstein,47.14,9.55,2/28/2020 0:00,0,0,0,"9.55,47.14",
, ,Lithuania,55.1694,23.8813,2/28/2020 0:00,1,0,0,"23.8813,55.1694",
, ,Luxembourg,49.8153,6.1296,2/28/2020 0:00,0,0,0,"6.1296,49.8153",
, ,MS Zaandam,0,0,2/28/2020 0:00,0,0,356,"0,0",
, ,Madagascar,-18.7669,46.8691,2/28/2020 0:00,0,0,0,"46.8691,-18.7669",
, ,Malaysia,2.5,112.5,2/28/2020 0:00,23,0,0,"112.5,2.5",
, ,Maldives,3.2028,73.2207,2/28/2020 0:00,0,0,0,"73.2207,3.2028",
, ,Mali,17.570692,-3.996166,2/28/2020 0:00,0,0,282,"-3.996166,17.570692",
, ,Malta,35.9375,14.3754,2/28/2020 0:00,0,0,0,"14.3754,35.9375",
, ,Mauritania,21.0079,10.9408,2/28/2020 0:00,0,0,72,"10.9408,21.0079",
, ,Mauritius,-20.2,57.5,2/28/2020 0:00,0,0,0,"57.5,-20.2",
, ,Mexico,23.6345,-102.5528,2/28/2020 0:00,1,0,0,"-102.5528,23.6345",
, ,Moldova,47.4116,28.3699,2/28/2020 0:00,0,0,0,"28.3699,47.4116",
, ,Monaco,43.7333,7.4167,2/28/2020 0:00,0,0,0,"7.4167,43.7333",
, ,Mongolia,46.8625,103.8467,2/28/2020 0:00,0,0,2,"103.8467,46.8625",
, ,Montenegro,42.5,19.3,2/28/2020 0:00,0,0,1,"19.3,42.5",
, ,Morocco,31.7917,-7.0926,2/28/2020 0:00,0,0,0,"-7.0926,31.7917",
, ,Mozambique,-18.665695,35.529562,2/28/2020 0:00,0,0,0,"35.529562,-18.665695",
,Martinique,France,14.6415,-61.0242,2/4/2020 0:00,0,0,27,"-61.0242,14.6415",
,Mayotte,France,-12.8275,45.1662,2/4/2020 0:00,0,0,0,"45.1662,-12.8275",
,New Caledonia,France,-20.9043,165.618,2/4/2020 0:00,0,0,633,"165.618,-20.9043",
,Reunion,France,-21.1351,55.2471,2/4/2020 0:00,0,0,54,"55.2471,-21.1351",
,Saint Barthelemy,France,17.9,-62.8333,2/4/2020 0:00,0,0,3,"-62.8333,17.9",
,St Martin,France,18.0708,-63.0501,2/4/2020 0:00,0,0,23,"-63.0501,18.0708",
, ,France,46.2276,2.2137,2/4/2020 0:00,6,0,2,"2.2137,46.2276",
, ,Gabon,-0.8037,11.6094,2/4/2020 0:00,0,0,4,"11.6094,-0.8037",
, ,Gambia,13.4432,-15.3101,2/4/2020 0:00,0,0,0,"-15.3101,13.4432",
, ,Georgia,42.3154,43.3569,2/4/2020 0:00,0,0,1,"43.3569,42.3154",
, ,Germany,51,9,2/4/2020 0:00,12,0,3,"9,51",
, ,Ghana,7.9465,-1.0232,2/4/2020 0:00,0,0,6,"-1.0232,7.9465",
, ,Greece,39.0742,21.8243,2/4/2020 0:00,0,0,15,"21.8243,39.0742",
, ,Grenada,12.1165,-61.679,2/4/2020 0:00,0,0,0,"-61.679,12.1165",
, ,Guatemala,15.7835,-90.2308,2/4/2020 0:00,0,0,15,"-90.2308,15.7835",
, ,Guinea,9.9456,-9.6966,2/4/2020 0:00,0,0,5,"-9.6966,9.9456",
, ,Guinea-Bissau,11.8037,-15.1804,2/4/2020 0:00,0,0,0,"-15.1804,11.8037",
, ,Guyana,5,-58.75,2/4/2020 0:00,0,0,24,"-58.75,5",
, ,Haiti,18.9712,-72.2852,2/4/2020 0:00,0,0,2,"-72.2852,18.9712",
, ,Holy See,41.9029,12.4534,2/4/2020 0:00,0,0,0,"12.4534,41.9029",
, ,Honduras,15.2,-86.2419,2/4/2020 0:00,0,0,0,"-86.2419,15.2",
, ,Hungary,47.1625,19.5033,2/4/2020 0:00,0,0,5,"19.5033,47.1625",
, ,Iceland,64.9631,-19.0208,2/4/2020 0:00,0,0,78,"-19.0208,64.9631",
, ,India,21,78,2/4/2020 0:00,3,0,0,"78,21",
, ,Indonesia,-0.7893,113.9213,2/4/2020 0:00,0,0,0,"113.9213,-0.7893",
, ,Iran,32,53,2/4/2020 0:00,0,0,0,"53,32",
, ,Iraq,33,44,2/4/2020 0:00,0,0,0,"44,33",
, ,Ireland,53.1424,-7.6921,2/4/2020 0:00,0,0,0,"-7.6921,53.1424",
, ,Israel,31,35,2/4/2020 0:00,0,0,0,"35,31",
, ,Italy,43,12,2/4/2020 0:00,2,0,0,"12,43",
, ,Jamaica,18.1096,-77.2975,2/4/2020 0:00,0,0,0,"-77.2975,18.1096",
, ,Japan,36,138,2/4/2020 0:00,22,0,0,"138,36",
, ,Jordan,31.24,36.51,2/4/2020 0:00,0,0,0,"36.51,31.24",
, ,Kazakhstan,48.0196,66.9237,2/4/2020 0:00,0,0,0,"66.9237,48.0196",
, ,Kenya,-0.0236,37.9062,2/4/2020 0:00,0,0,0,"37.9062,-0.0236",
, ,"Korea, South",36,128,2/4/2020 0:00,16,0,0,"128,36",
, ,Kosovo,42.602636,20.902977,2/4/2020 0:00,0,0,0,"20.902977,42.602636",
, ,Kuwait,29.5,47.75,2/4/2020 0:00,0,0,0,"47.75,29.5",
, ,Kyrgyzstan,41.2044,74.7661,2/4/2020 0:00,0,0,0,"74.7661,41.2044",
, ,Laos,19.85627,102.495496,2/4/2020 0:00,0,0,0,"102.495496,19.85627",
, ,Latvia,56.8796,24.6032,2/4/2020 0:00,0,0,0,"24.6032,56.8796",
, ,Lebanon,33.8547,35.8623,2/4/2020 0:00,0,0,0,"35.8623,33.8547",
, ,Liberia,6.4281,-9.4295,2/4/2020 0:00,0,0,0,"-9.4295,6.4281",
, ,Libya,26.3351,17.228331,2/4/2020 0:00,0,0,0,"17.228331,26.3351",
, ,Liechtenstein,47.14,9.55,2/4/2020 0:00,0,0,0,"9.55,47.14",
, ,Bahamas,25.0343,-77.3963,2/4/2020 0:00,0,0,0,"-77.3963,25.0343",
, ,Lithuania,55.1694,23.8813,2/4/2020 0:00,0,0,0,"23.8813,55.1694",
, ,Luxembourg,49.8153,6.1296,2/4/2020 0:00,0,0,0,"6.1296,49.8153",
, ,MS Zaandam,0,0,2/4/2020 0:00,0,0,0,"0,0",
, ,Madagascar,-18.7669,46.8691,2/4/2020 0:00,0,0,0,"46.8691,-18.7669",
, ,Malaysia,2.5,112.5,2/4/2020 0:00,10,0,0,"112.5,2.5",
, ,Maldives,3.2028,73.2207,2/4/2020 0:00,0,0,0,"73.2207,3.2028",
, ,Mali,17.570692,-3.996166,2/4/2020 0:00,0,0,0,"-3.996166,17.570692",
, ,Malta,35.9375,14.3754,2/4/2020 0:00,0,0,0,"14.3754,35.9375",
, ,Mauritania,21.0079,10.9408,2/4/2020 0:00,0,0,0,"10.9408,21.0079",
, ,Mauritius,-20.2,57.5,2/4/2020 0:00,0,0,0,"57.5,-20.2",
, ,Mexico,23.6345,-102.5528,2/4/2020 0:00,0,0,0,"-102.5528,23.6345",
, ,Moldova,47.4116,28.3699,2/4/2020 0:00,0,0,0,"28.3699,47.4116",
, ,Monaco,43.7333,7.4167,2/4/2020 0:00,0,0,0,"7.4167,43.7333",
, ,Mongolia,46.8625,103.8467,2/4/2020 0:00,0,0,0,"103.8467,46.8625",
, ,Montenegro,42.5,19.3,2/4/2020 0:00,0,0,0,"19.3,42.5",
, ,Morocco,31.7917,-7.0926,2/4/2020 0:00,0,0,0,"-7.0926,31.7917",
, ,Mozambique,-18.665695,35.529562,2/4/2020 0:00,0,0,0,"35.529562,-18.665695",
, ,Namibia,-22.9576,18.4904,2/4/2020 0:00,0,0,0,"18.4904,-22.9576",
, ,Nepal,28.1667,84.25,2/4/2020 0:00,1,0,0,"84.25,28.1667",
,Aruba,Netherlands,12.5186,-70.0358,2/4/2020 0:00,0,0,0,"-70.0358,12.5186",
,Curacao,Netherlands,12.1696,-68.99,2/4/2020 0:00,0,0,0,"-68.99,12.1696",
,Sint Maarten,Netherlands,18.0425,-63.0548,2/4/2020 0:00,0,0,0,"-63.0548,18.0425",
, ,Netherlands,52.1326,5.2913,2/4/2020 0:00,0,0,0,"5.2913,52.1326",
, ,New Zealand,-40.9006,174.886,2/4/2020 0:00,0,0,0,"174.886,-40.9006",
, ,Nicaragua,12.8654,-85.2072,2/4/2020 0:00,0,0,0,"-85.2072,12.8654",
, ,Niger,17.6078,8.0817,2/4/2020 0:00,0,0,0,"8.0817,17.6078",
, ,Nigeria,9.082,8.6753,2/4/2020 0:00,0,0,0,"8.6753,9.082",
, ,North Macedonia,41.6086,21.7453,2/4/2020 0:00,0,0,0,"21.7453,41.6086",
, ,Norway,60.472,8.4689,2/4/2020 0:00,0,0,0,"8.4689,60.472",
, ,Oman,21,57,2/4/2020 0:00,0,0,0,"57,21",
, ,Pakistan,30.3753,69.3451,2/4/2020 0:00,0,0,0,"69.3451,30.3753",
, ,Panama,8.538,-80.7821,2/4/2020 0:00,0,0,0,"-80.7821,8.538",
, ,Papua New Guinea,-6.315,143.9555,2/4/2020 0:00,0,0,0,"143.9555,-6.315",
, ,Paraguay,-23.4425,-58.4438,2/4/2020 0:00,0,0,0,"-58.4438,-23.4425",
, ,Peru,-9.19,-75.0152,2/4/2020 0:00,0,0,0,"-75.0152,-9.19",
, ,Philippines,13,122,2/4/2020 0:00,2,1,0,"122,13",
, ,Poland,51.9194,19.1451,2/4/2020 0:00,0,0,0,"19.1451,51.9194",
, ,Portugal,39.3999,-8.2245,2/4/2020 0:00,0,0,0,"-8.2245,39.3999",
, ,Qatar,25.3548,51.1839,2/4/2020 0:00,0,0,0,"51.1839,25.3548",
, ,Romania,45.9432,24.9668,2/4/2020 0:00,0,0,0,"24.9668,45.9432",
, ,Russia,60,90,2/4/2020 0:00,2,0,0,"90,60",
, ,Rwanda,-1.9403,29.8739,2/4/2020 0:00,0,0,0,"29.8739,-1.9403",
, ,Saint Kitts and Nevis,17.357822,-62.782998,2/4/2020 0:00,0,0,0,"-62.782998,17.357822",
, ,Saint Lucia,13.9094,-60.9789,2/4/2020 0:00,0,0,0,"-60.9789,13.9094",
, ,Saint Vincent and the Grenadines,12.9843,-61.2872,2/4/2020 0:00,0,0,0,"-61.2872,12.9843",
, ,San Marino,43.9424,12.4578,2/4/2020 0:00,0,0,1,"12.4578,43.9424",
, ,Saudi Arabia,24,45,2/4/2020 0:00,0,0,0,"45,24",
, ,Senegal,14.4974,-14.4524,2/4/2020 0:00,0,0,0,"-14.4524,14.4974",
, ,Serbia,44.0165,21.0059,2/4/2020 0:00,0,0,0,"21.0059,44.0165",
, ,Seychelles,-4.6796,55.492,2/4/2020 0:00,0,0,0,"55.492,-4.6796",
, ,Singapore,1.2833,103.8333,2/4/2020 0:00,24,0,0,"103.8333,1.2833",
, ,Slovakia,48.669,19.699,2/4/2020 0:00,0,0,0,"19.699,48.669",
, ,Slovenia,46.1512,14.9955,2/4/2020 0:00,0,0,0,"14.9955,46.1512",
, ,Somalia,5.1521,46.1996,2/4/2020 0:00,0,0,0,"46.1996,5.1521",
, ,South Africa,-30.5595,22.9375,2/4/2020 0:00,0,0,0,"22.9375,-30.5595",
,Jiangsu,China,32.9711,119.455,2/3/2020 0:00,271,0,0,"119.455,32.9711",
, ,Luxembourg,49.8153,6.1296,2/5/2020 0:00,0,0,0,"6.1296,49.8153",
, ,Tanzania,-6.369,34.8888,2/29/2020 0:00,0,0,0,"34.8888,-6.369",
, ,Gambia,13.4432,-15.3101,2/29/2020 0:00,0,0,0,"-15.3101,13.4432",
, ,Georgia,42.3154,43.3569,2/29/2020 0:00,1,0,0,"43.3569,42.3154",
, ,Germany,51,9,2/29/2020 0:00,79,0,0,"9,51",
, ,Ghana,7.9465,-1.0232,2/29/2020 0:00,0,0,1,"-1.0232,7.9465",
, ,Greece,39.0742,21.8243,2/29/2020 0:00,4,0,0,"21.8243,39.0742",
, ,Grenada,12.1165,-61.679,2/29/2020 0:00,0,0,1101,"-61.679,12.1165",
, ,Guatemala,15.7835,-90.2308,2/29/2020 0:00,0,0,0,"-90.2308,15.7835",
, ,Guinea,9.9456,-9.6966,2/29/2020 0:00,0,0,0,"-9.6966,9.9456",
, ,Guinea-Bissau,11.8037,-15.1804,2/29/2020 0:00,0,0,906,"-15.1804,11.8037",
, ,Guyana,5,-58.75,2/29/2020 0:00,0,0,0,"-58.75,5",
, ,Haiti,18.9712,-72.2852,2/29/2020 0:00,0,0,0,"-72.2852,18.9712",
, ,Holy See,41.9029,12.4534,2/29/2020 0:00,0,0,1,"12.4534,41.9029",
, ,Honduras,15.2,-86.2419,2/29/2020 0:00,0,0,0,"-86.2419,15.2",
, ,Hungary,47.1625,19.5033,2/29/2020 0:00,0,0,0,"19.5033,47.1625",
,Northern Territory,Australia,-12.4634,130.8456,2/6/2020 0:00,0,0,0,"130.8456,-12.4634",
,Hainan,China,19.1959,109.7453,2/5/2020 0:00,99,1,0,"109.7453,19.1959",
, ,Spain,40,-4,2/4/2020 0:00,1,0,0,"-4,40",
, ,Mauritius,-20.2,57.5,2/3/2020 0:00,0,0,0,"57.5,-20.2",
, ,Iceland,64.9631,-19.0208,2/29/2020 0:00,1,0,0,"-19.0208,64.9631",
, ,India,21,78,2/29/2020 0:00,3,0,0,"78,21",
, ,Indonesia,-0.7893,113.9213,2/29/2020 0:00,0,0,2,"113.9213,-0.7893",
, ,Iran,32,53,2/29/2020 0:00,593,43,0,"53,32",
, ,Iraq,33,44,2/29/2020 0:00,13,0,0,"44,33",
, ,Ireland,53.1424,-7.6921,2/29/2020 0:00,1,0,0,"-7.6921,53.1424",
, ,Israel,31,35,2/29/2020 0:00,7,0,0,"35,31",
, ,Italy,43,12,2/29/2020 0:00,1128,29,0,"12,43",
, ,Jamaica,18.1096,-77.2975,2/29/2020 0:00,0,0,0,"-77.2975,18.1096",
, ,Japan,36,138,2/29/2020 0:00,241,5,0,"138,36",
, ,Jordan,31.24,36.51,2/29/2020 0:00,0,0,0,"36.51,31.24",
, ,Kazakhstan,48.0196,66.9237,2/29/2020 0:00,0,0,0,"66.9237,48.0196",
, ,Kenya,-0.0236,37.9062,2/29/2020 0:00,0,0,78,"37.9062,-0.0236",
, ,"Korea, South",36,128,2/29/2020 0:00,3150,16,0,"128,36",
, ,Kosovo,42.602636,20.902977,2/29/2020 0:00,0,0,106,"20.902977,42.602636",
, ,Kuwait,29.5,47.75,2/29/2020 0:00,45,0,0,"47.75,29.5",
, ,Kyrgyzstan,41.2044,74.7661,2/29/2020 0:00,0,0,0,"74.7661,41.2044",
, ,Laos,19.85627,102.495496,2/29/2020 0:00,0,0,1231,"102.495496,19.85627",
, ,Latvia,56.8796,24.6032,2/29/2020 0:00,0,0,0,"24.6032,56.8796",
, ,Lebanon,33.8547,35.8623,2/29/2020 0:00,4,0,2,"35.8623,33.8547",
, ,Liberia,6.4281,-9.4295,2/29/2020 0:00,0,0,1,"-9.4295,6.4281",
, ,Libya,26.3351,17.228331,2/29/2020 0:00,0,0,37,"17.228331,26.3351",
, ,Liechtenstein,47.14,9.55,2/29/2020 0:00,0,0,0,"9.55,47.14",
, ,Lithuania,55.1694,23.8813,2/29/2020 0:00,1,0,0,"23.8813,55.1694",
, ,Luxembourg,49.8153,6.1296,2/29/2020 0:00,1,0,0,"6.1296,49.8153",
, ,MS Zaandam,0,0,2/29/2020 0:00,0,0,511,"0,0",
, ,Madagascar,-18.7669,46.8691,2/29/2020 0:00,0,0,0,"46.8691,-18.7669",
, ,Malaysia,2.5,112.5,2/29/2020 0:00,25,0,0,"112.5,2.5",
, ,Maldives,3.2028,73.2207,2/29/2020 0:00,0,0,12,"73.2207,3.2028",
, ,Mali,17.570692,-3.996166,2/29/2020 0:00,0,0,59,"-3.996166,17.570692",
, ,Malta,35.9375,14.3754,2/29/2020 0:00,0,0,0,"14.3754,35.9375",
, ,Mauritania,21.0079,10.9408,2/29/2020 0:00,0,0,31,"10.9408,21.0079",
, ,Mauritius,-20.2,57.5,2/29/2020 0:00,0,0,0,"57.5,-20.2",
, ,Mexico,23.6345,-102.5528,2/29/2020 0:00,4,0,0,"-102.5528,23.6345",
, ,Moldova,47.4116,28.3699,2/29/2020 0:00,0,0,0,"28.3699,47.4116",
, ,Monaco,43.7333,7.4167,2/29/2020 0:00,1,0,0,"7.4167,43.7333",
, ,Mongolia,46.8625,103.8467,2/29/2020 0:00,0,0,0,"103.8467,46.8625",
, ,Montenegro,42.5,19.3,2/29/2020 0:00,0,0,0,"19.3,42.5",
, ,Morocco,31.7917,-7.0926,2/29/2020 0:00,0,0,0,"-7.0926,31.7917",
, ,Mozambique,-18.665695,35.529562,2/29/2020 0:00,0,0,202,"35.529562,-18.665695",
, ,Namibia,-22.9576,18.4904,2/29/2020 0:00,0,0,5,"18.4904,-22.9576",
, ,Nepal,28.1667,84.25,2/29/2020 0:00,1,0,0,"84.25,28.1667",
,Aruba,Netherlands,12.5186,-70.0358,2/29/2020 0:00,0,0,0,"-70.0358,12.5186",
,Curacao,Netherlands,12.1696,-68.99,2/29/2020 0:00,0,0,0,"-68.99,12.1696",
,Sint Maarten,Netherlands,18.0425,-63.0548,2/29/2020 0:00,0,0,0,"-63.0548,18.0425",
, ,Netherlands,52.1326,5.2913,2/29/2020 0:00,6,0,0,"5.2913,52.1326",
, ,New Zealand,-40.9006,174.886,2/29/2020 0:00,1,0,0,"174.886,-40.9006",
, ,Nicaragua,12.8654,-85.2072,2/29/2020 0:00,0,0,8,"-85.2072,12.8654",
, ,Niger,17.6078,8.0817,2/29/2020 0:00,0,0,0,"8.0817,17.6078",
, ,Nigeria,9.082,8.6753,2/29/2020 0:00,1,0,7,"8.6753,9.082",
, ,North Macedonia,41.6086,21.7453,2/29/2020 0:00,1,0,0,"21.7453,41.6086",
