OID,Province_S,Country_Re,Lat,Lon,date,number_of_cases,number_of_deaths,number_of_recovered,coordinate,
,Macau,China,22.1667,113.55,3/22/2020 0:00,24,0,4,"113.55,22.1667",
,Ningxia,China,37.2692,106.1655,3/22/2020 0:00,75,0,29,"106.1655,37.2692",
,Qinghai,China,35.7452,95.9956,3/22/2020 0:00,18,0,9,"95.9956,35.7452",
,Shaanxi,China,35.1917,108.8701,3/22/2020 0:00,248,3,15,"108.8701,35.1917",
,Shandong,China,36.3427,118.1498,3/22/2020 0:00,767,7,0,"118.1498,36.3427",
,Shanghai,China,31.202,121.4491,3/22/2020 0:00,404,4,160,"121.4491,31.202",
,Shanxi,China,37.5777,112.2922,3/22/2020 0:00,133,0,7,"112.2922,37.5777",
,Sichuan,China,30.6171,102.7103,3/22/2020 0:00,543,3,10,"102.7103,30.6171",
,Tianjin,China,39.3054,117.323,3/22/2020 0:00,137,3,0,"117.323,39.3054",
,Tibet,China,31.6927,88.0924,3/22/2020 0:00,1,0,12,"88.0924,31.6927",
,Xinjiang,China,41.1129,85.2401,3/22/2020 0:00,76,3,5367,"85.2401,41.1129",
,Yunnan,China,24.974,101.487,3/22/2020 0:00,176,2,3,"101.487,24.974",
,Zhejiang,China,29.1832,120.0934,3/22/2020 0:00,1238,1,0,"120.0934,29.1832",
, ,Colombia,4.5709,-74.2973,3/22/2020 0:00,231,2,0,"-74.2973,4.5709",
, ,Congo (Brazzaville),-4.0383,21.7587,3/22/2020 0:00,3,0,16,"21.7587,-4.0383",
, ,Congo (Kinshasa),-4.0383,21.7587,3/22/2020 0:00,30,1,131,"21.7587,-4.0383",
, ,Costa Rica,9.7489,-83.7534,3/22/2020 0:00,134,2,0,"-83.7534,9.7489",
, ,Cote d'Ivoire,7.54,-5.5471,3/22/2020 0:00,14,0,29,"-5.5471,7.54",
, ,Croatia,45.1,15.2,3/22/2020 0:00,254,1,0,"15.2,45.1",
, ,Cuba,22,-80,3/22/2020 0:00,35,1,0,"-80,22",
, ,Cyprus,35.1264,33.4299,3/22/2020 0:00,95,1,1,"33.4299,35.1264",
, ,Czechia,49.8175,15.473,3/22/2020 0:00,1120,1,0,"15.473,49.8175",
,Faroe Islands,Denmark,61.8926,-6.9118,3/22/2020 0:00,115,0,2,"-6.9118,61.8926",
,Greenland,Denmark,71.7069,-42.6043,3/22/2020 0:00,4,0,26,"-42.6043,71.7069",
, ,Denmark,56.2639,9.5018,3/22/2020 0:00,1395,13,0,"9.5018,56.2639",
, ,Diamond Princess,0,0,3/22/2020 0:00,712,8,70,"0,0",
, ,Djibouti,11.8251,42.5903,3/22/2020 0:00,1,0,1,"42.5903,11.8251",
, ,Dominica,15.415,-61.371,3/22/2020 0:00,1,0,5673,"-61.371,15.415",
, ,Dominican Republic,18.7357,-70.1627,3/22/2020 0:00,202,3,52,"-70.1627,18.7357",
, ,Ecuador,-1.8312,-78.1834,3/22/2020 0:00,789,14,0,"-78.1834,-1.8312",
, ,Egypt,26,30,3/22/2020 0:00,327,14,0,"30,26",
, ,El Salvador,13.7942,-88.8965,3/22/2020 0:00,3,0,0,"-88.8965,13.7942",
, ,Equatorial Guinea,1.5,10,3/22/2020 0:00,6,0,5,"10,1.5",
, ,Eritrea,15.1794,39.7823,3/22/2020 0:00,1,0,0,"39.7823,15.1794",
, ,Estonia,58.5953,25.0136,3/22/2020 0:00,326,0,0,"25.0136,58.5953",
, ,Eswatini,-26.5225,31.4659,3/22/2020 0:00,4,0,135,"31.4659,-26.5225",
, ,Ethiopia,9.145,40.4897,3/22/2020 0:00,11,0,0,"40.4897,9.145",
, ,Fiji,-17.7134,178.065,3/22/2020 0:00,2,0,361,"178.065,-17.7134",
, ,Finland,64,26,3/22/2020 0:00,626,1,0,"26,64",
,French Guiana,France,3.9339,-53.1258,3/22/2020 0:00,18,0,15,"-53.1258,3.9339",
,French Polynesia,France,-17.6797,149.4068,3/22/2020 0:00,18,0,17,"149.4068,-17.6797",
,Guadeloupe,France,16.25,-61.5833,3/22/2020 0:00,58,1,0,"-61.5833,16.25",
,Martinique,France,14.6415,-61.0242,3/22/2020 0:00,44,1,0,"-61.0242,14.6415",
,Mayotte,France,-12.8275,45.1662,3/22/2020 0:00,11,0,0,"45.1662,-12.8275",
,New Caledonia,France,-20.9043,165.618,3/22/2020 0:00,4,0,17,"165.618,-20.9043",
,Reunion,France,-21.1351,55.2471,3/22/2020 0:00,64,0,0,"55.2471,-21.1351",
,Saint Barthelemy,France,17.9,-62.8333,3/22/2020 0:00,3,0,0,"-62.8333,17.9",
,St Martin,France,18.0708,-63.0501,3/22/2020 0:00,5,0,0,"-63.0501,18.0708",
, ,France,46.2276,2.2137,3/22/2020 0:00,16018,674,0,"2.2137,46.2276",
, ,Gabon,-0.8037,11.6094,3/22/2020 0:00,5,1,0,"11.6094,-0.8037",
, ,Gambia,13.4432,-15.3101,3/22/2020 0:00,1,0,0,"-15.3101,13.4432",
, ,Georgia,42.3154,43.3569,3/22/2020 0:00,54,0,0,"43.3569,42.3154",
, ,Germany,51,9,3/22/2020 0:00,24873,94,2,"9,51",
, ,Ghana,7.9465,-1.0232,3/22/2020 0:00,23,1,17,"-1.0232,7.9465",
, ,Greece,39.0742,21.8243,3/22/2020 0:00,624,15,29,"21.8243,39.0742",
, ,Grenada,12.1165,-61.679,3/22/2020 0:00,1,0,1,"-61.679,12.1165",
, ,Guatemala,15.7835,-90.2308,3/22/2020 0:00,19,1,1,"-90.2308,15.7835",
, ,Guinea,9.9456,-9.6966,3/22/2020 0:00,2,0,0,"-9.6966,9.9456",
, ,Guinea-Bissau,11.8037,-15.1804,3/22/2020 0:00,0,0,0,"-15.1804,11.8037",
, ,Guyana,5,-58.75,3/22/2020 0:00,19,1,0,"-58.75,5",
, ,Haiti,18.9712,-72.2852,3/22/2020 0:00,2,0,63,"-72.2852,18.9712",
, ,Holy See,41.9029,12.4534,3/22/2020 0:00,1,0,18,"12.4534,41.9029",
,New Brunswick,Canada,46.5653,-66.4619,3/23/2020 0:00,17,0,23,"-66.4619,46.5653",
,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/23/2020 0:00,24,0,21,"-57.6604,53.1355",
,Northwest Territories,Canada,64.8255,-124.8457,3/23/2020 0:00,0,0,0,"-124.8457,64.8255",
,Nova Scotia,Canada,44.682,-63.7443,3/23/2020 0:00,41,0,2,"-63.7443,44.682",
,Ontario,Canada,51.2538,-85.3232,3/23/2020 0:00,503,6,0,"-85.3232,51.2538",
,Prince Edward Island,Canada,46.5107,-63.4168,3/23/2020 0:00,3,0,0,"-63.4168,46.5107",
,Quebec,Canada,52.9399,-73.5491,3/23/2020 0:00,628,4,14,"-73.5491,52.9399",
,Recovered,Canada,0,0,3/23/2020 0:00,0,0,2,"0,0",
,Saskatchewan,Canada,52.9399,-106.4509,3/23/2020 0:00,66,0,28,"-106.4509,52.9399",
,Yukon,Canada,64.2823,-135,3/23/2020 0:00,0,0,1,"-135,64.2823",
, ,Ecuador,-1.8312,-78.1834,3/23/2020 0:00,981,18,17,"-78.1834,-1.8312",
, ,Central African Republic,6.6111,20.9394,3/23/2020 0:00,3,0,7,"20.9394,6.6111",
, ,Chad,15.4542,18.7322,3/23/2020 0:00,1,0,43,"18.7322,15.4542",
, ,Egypt,26,30,3/23/2020 0:00,366,19,0,"30,26",
, ,Fiji,-17.7134,178.065,3/21/2020 0:00,1,0,0,"178.065,-17.7134",
, ,Chile,-35.6751,-71.543,3/23/2020 0:00,746,2,43,"-71.543,-35.6751",
, ,Finland,64,26,3/21/2020 0:00,523,1,1,"26,64",
, ,El Salvador,13.7942,-88.8965,3/23/2020 0:00,3,0,0,"-88.8965,13.7942",
,Anhui,China,31.8257,117.2264,3/23/2020 0:00,990,6,94,"117.2264,31.8257",
,French Guiana,France,3.9339,-53.1258,3/21/2020 0:00,18,0,0,"-53.1258,3.9339",
, ,Equatorial Guinea,1.5,10,3/23/2020 0:00,9,0,0,"10,1.5",
, ,Malaysia,2.5,112.5,3/20/2020 0:00,1030,3,0,"112.5,2.5",
,Beijing,China,40.1824,116.4142,3/23/2020 0:00,537,8,38,"116.4142,40.1824",
, ,Maldives,3.2028,73.2207,3/20/2020 0:00,13,0,52,"73.2207,3.2028",
, ,Eritrea,15.1794,39.7823,3/23/2020 0:00,1,0,0,"39.7823,15.1794",
,Chongqing,China,30.0572,107.874,3/23/2020 0:00,578,6,0,"107.874,30.0572",
, ,Mali,17.570692,-3.996166,3/20/2020 0:00,0,0,0,"-3.996166,17.570692",
, ,Estonia,58.5953,25.0136,3/23/2020 0:00,352,0,0,"25.0136,58.5953",
,French Polynesia,France,-17.6797,149.4068,3/21/2020 0:00,15,0,0,"149.4068,-17.6797",
,Fujian,China,26.0789,117.9874,3/23/2020 0:00,313,1,0,"117.9874,26.0789",
, ,Malta,35.9375,14.3754,3/20/2020 0:00,64,0,14,"14.3754,35.9375",
, ,Eswatini,-26.5225,31.4659,3/23/2020 0:00,4,0,0,"31.4659,-26.5225",
,Guadeloupe,France,16.25,-61.5833,3/21/2020 0:00,53,0,1,"-61.5833,16.25",
,Gansu,China,37.8099,101.0583,3/23/2020 0:00,136,2,0,"101.0583,37.8099",
, ,Mauritania,21.0079,10.9408,3/20/2020 0:00,2,0,0,"10.9408,21.0079",
, ,Ethiopia,9.145,40.4897,3/23/2020 0:00,11,0,0,"40.4897,9.145",
,Martinique,France,14.6415,-61.0242,3/21/2020 0:00,32,1,0,"-61.0242,14.6415",
,Guangdong,China,23.3417,113.4244,3/23/2020 0:00,1415,8,0,"113.4244,23.3417",
, ,Mauritius,-20.2,57.5,3/20/2020 0:00,12,0,4,"57.5,-20.2",
, ,Fiji,-17.7134,178.065,3/23/2020 0:00,3,0,0,"178.065,-17.7134",
,Mayotte,France,-12.8275,45.1662,3/21/2020 0:00,7,0,45,"45.1662,-12.8275",
,Guangxi,China,23.8298,108.7881,3/23/2020 0:00,254,2,4,"108.7881,23.8298",
, ,Mexico,23.6345,-102.5528,3/20/2020 0:00,164,1,0,"-102.5528,23.6345",
, ,Finland,64,26,3/23/2020 0:00,700,1,2,"26,64",
,New Caledonia,France,-20.9043,165.618,3/21/2020 0:00,4,0,0,"165.618,-20.9043",
,Guizhou,China,26.8154,106.8748,3/23/2020 0:00,146,2,33,"106.8748,26.8154",
, ,Moldova,47.4116,28.3699,3/20/2020 0:00,66,1,8,"28.3699,47.4116",
,French Guiana,France,3.9339,-53.1258,3/23/2020 0:00,20,0,31,"-53.1258,3.9339",
,Reunion,France,-21.1351,55.2471,3/21/2020 0:00,45,0,0,"55.2471,-21.1351",
,Hainan,China,19.1959,109.7453,3/23/2020 0:00,168,6,9,"109.7453,19.1959",
, ,Monaco,43.7333,7.4167,3/20/2020 0:00,11,0,3,"7.4167,43.7333",
,French Polynesia,France,-17.6797,149.4068,3/23/2020 0:00,18,0,29,"149.4068,-17.6797",
,Saint Barthelemy,France,17.9,-62.8333,3/21/2020 0:00,3,0,0,"-62.8333,17.9",
,Hebei,China,39.549,116.1306,3/23/2020 0:00,319,6,0,"116.1306,39.549",
, ,Mongolia,46.8625,103.8467,3/20/2020 0:00,6,0,3,"103.8467,46.8625",
,Guadeloupe,France,16.25,-61.5833,3/23/2020 0:00,62,1,1,"-61.5833,16.25",
,St Martin,France,18.0708,-63.0501,3/21/2020 0:00,4,0,5,"-63.0501,18.0708",
,Heilongjiang,China,47.862,127.7615,3/23/2020 0:00,484,13,0,"127.7615,47.862",
, ,Montenegro,42.5,19.3,3/20/2020 0:00,14,0,97,"19.3,42.5",
,Martinique,France,14.6415,-61.0242,3/23/2020 0:00,53,1,4,"-61.0242,14.6415",
, ,France,46.2276,2.2137,3/21/2020 0:00,14282,562,0,"2.2137,46.2276",
,Henan,China,33.882,113.614,3/23/2020 0:00,1274,22,172,"113.614,33.882",
, ,Morocco,31.7917,-7.0926,3/20/2020 0:00,77,3,0,"-7.0926,31.7917",
,Mayotte,France,-12.8275,45.1662,3/23/2020 0:00,24,0,0,"45.1662,-12.8275",
, ,Gabon,-0.8037,11.6094,3/21/2020 0:00,4,1,135,"11.6094,-0.8037",
,Hong Kong,China,22.3,114.2,3/23/2020 0:00,356,4,2,"114.2,22.3",
,Hubei,China,30.9756,112.2707,3/23/2020 0:00,67800,3153,10,"112.2707,30.9756",
,Hunan,China,27.6104,111.7088,3/23/2020 0:00,1018,4,0,"111.7088,27.6104",
,Inner Mongolia,China,44.0935,113.9448,3/23/2020 0:00,75,1,12,"113.9448,44.0935",
,Jiangsu,China,32.9711,119.455,3/23/2020 0:00,633,0,7015,"119.455,32.9711",
,Jiangxi,China,27.614,115.7221,3/23/2020 0:00,936,1,7,"115.7221,27.614",
,Jilin,China,43.6661,126.1923,3/23/2020 0:00,93,1,0,"126.1923,43.6661",
,Liaoning,China,41.2956,122.6085,3/23/2020 0:00,127,2,0,"122.6085,41.2956",
,Macau,China,22.1667,113.55,3/23/2020 0:00,24,0,16,"113.55,22.1667",
,Ningxia,China,37.2692,106.1655,3/23/2020 0:00,75,0,131,"106.1655,37.2692",
,Qinghai,China,35.7452,95.9956,3/23/2020 0:00,18,0,0,"95.9956,35.7452",
,Shaanxi,China,35.1917,108.8701,3/23/2020 0:00,248,3,29,"108.8701,35.1917",
,Shandong,China,36.3427,118.1498,3/23/2020 0:00,768,7,0,"118.1498,36.3427",
,Shanghai,China,31.202,121.4491,3/23/2020 0:00,404,4,88,"121.4491,31.202",
,Shanxi,China,37.5777,112.2922,3/23/2020 0:00,134,0,0,"112.2922,37.5777",
,Sichuan,China,30.6171,102.7103,3/23/2020 0:00,543,3,1,"102.7103,30.6171",
, ,Gambia,13.4432,-15.3101,3/21/2020 0:00,1,0,0,"-15.3101,13.4432",
, ,Georgia,42.3154,43.3569,3/21/2020 0:00,49,0,348,"43.3569,42.3154",
, ,Germany,51,9,3/21/2020 0:00,22213,84,0,"9,51",
, ,Ghana,7.9465,-1.0232,3/21/2020 0:00,19,1,15,"-1.0232,7.9465",
, ,Greece,39.0742,21.8243,3/21/2020 0:00,530,13,17,"21.8243,39.0742",
, ,Grenada,12.1165,-61.679,3/21/2020 0:00,0,0,6,"-61.679,12.1165",
, ,Guatemala,15.7835,-90.2308,3/21/2020 0:00,17,1,0,"-90.2308,15.7835",
, ,Guinea,9.9456,-9.6966,3/21/2020 0:00,2,0,0,"-9.6966,9.9456",
, ,Guinea-Bissau,11.8037,-15.1804,3/21/2020 0:00,0,0,3900,"-15.1804,11.8037",
, ,Guyana,5,-58.75,3/21/2020 0:00,7,1,17,"-58.75,5",
, ,Haiti,18.9712,-72.2852,3/21/2020 0:00,2,0,0,"-72.2852,18.9712",
, ,Holy See,41.9029,12.4534,3/21/2020 0:00,1,0,0,"12.4534,41.9029",
, ,Honduras,15.2,-86.2419,3/21/2020 0:00,24,0,0,"-86.2419,15.2",
, ,Hungary,47.1625,19.5033,3/21/2020 0:00,103,4,0,"19.5033,47.1625",
, ,Iceland,64.9631,-19.0208,3/21/2020 0:00,473,1,0,"-19.0208,64.9631",
, ,India,21,78,3/21/2020 0:00,330,4,0,"78,21",
, ,Indonesia,-0.7893,113.9213,3/21/2020 0:00,450,38,0,"113.9213,-0.7893",
, ,Iran,32,53,3/21/2020 0:00,20610,1556,0,"53,32",
, ,Iraq,33,44,3/21/2020 0:00,214,17,2,"44,33",
, ,Ireland,53.1424,-7.6921,3/21/2020 0:00,785,3,17,"-7.6921,53.1424",
, ,Israel,31,35,3/21/2020 0:00,712,1,65,"35,31",
, ,Italy,43,12,3/21/2020 0:00,53578,4825,1,"12,43",
, ,Jamaica,18.1096,-77.2975,3/21/2020 0:00,16,1,0,"-77.2975,18.1096",
, ,Japan,36,138,3/21/2020 0:00,1007,35,0,"138,36",
, ,Jordan,31.24,36.51,3/21/2020 0:00,85,0,52,"36.51,31.24",
, ,Kazakhstan,48.0196,66.9237,3/21/2020 0:00,53,0,16,"66.9237,48.0196",
, ,Kenya,-0.0236,37.9062,3/21/2020 0:00,7,0,0,"37.9062,-0.0236",
, ,"Korea, South",36,128,3/21/2020 0:00,8799,102,4,"128,36",
, ,Kosovo,42.602636,20.902977,3/21/2020 0:00,0,0,0,"20.902977,42.602636",
, ,Kuwait,29.5,47.75,3/21/2020 0:00,176,0,0,"47.75,29.5",
, ,Kyrgyzstan,41.2044,74.7661,3/21/2020 0:00,14,0,8,"74.7661,41.2044",
, ,Laos,19.85627,102.495496,3/21/2020 0:00,0,0,1,"102.495496,19.85627",
, ,Latvia,56.8796,24.6032,3/21/2020 0:00,124,0,6,"24.6032,56.8796",
, ,Lebanon,33.8547,35.8623,3/21/2020 0:00,187,4,3,"35.8623,33.8547",
, ,Liberia,6.4281,-9.4295,3/21/2020 0:00,3,0,97,"-9.4295,6.4281",
, ,Libya,26.3351,17.228331,3/21/2020 0:00,0,0,0,"17.228331,26.3351",
, ,Liechtenstein,47.14,9.55,3/21/2020 0:00,37,0,1,"9.55,47.14",
, ,Lithuania,55.1694,23.8813,3/21/2020 0:00,83,1,9,"23.8813,55.1694",
, ,Luxembourg,49.8153,6.1296,3/21/2020 0:00,670,8,10,"6.1296,49.8153",
, ,MS Zaandam,0,0,3/21/2020 0:00,0,0,0,"0,0",
, ,Madagascar,-18.7669,46.8691,3/21/2020 0:00,3,0,1,"46.8691,-18.7669",
, ,Malaysia,2.5,112.5,3/21/2020 0:00,1183,4,177,"112.5,2.5",
, ,Maldives,3.2028,73.2207,3/21/2020 0:00,13,0,7,"73.2207,3.2028",
, ,Mali,17.570692,-3.996166,3/21/2020 0:00,0,0,0,"-3.996166,17.570692",
, ,Malta,35.9375,14.3754,3/21/2020 0:00,73,0,0,"14.3754,35.9375",
, ,Mauritania,21.0079,10.9408,3/21/2020 0:00,2,0,29,"10.9408,21.0079",
, ,Mauritius,-20.2,57.5,3/21/2020 0:00,14,1,547,"57.5,-20.2",
, ,Mexico,23.6345,-102.5528,3/21/2020 0:00,203,2,0,"-102.5528,23.6345",
, ,Moldova,47.4116,28.3699,3/21/2020 0:00,80,1,0,"28.3699,47.4116",
, ,Monaco,43.7333,7.4167,3/21/2020 0:00,11,0,0,"7.4167,43.7333",
, ,Mongolia,46.8625,103.8467,3/21/2020 0:00,10,0,0,"103.8467,46.8625",
, ,Montenegro,42.5,19.3,3/21/2020 0:00,14,0,2,"19.3,42.5",
, ,Morocco,31.7917,-7.0926,3/21/2020 0:00,96,3,2,"-7.0926,31.7917",
, ,Mozambique,-18.665695,35.529562,3/21/2020 0:00,0,0,0,"35.529562,-18.665695",
, ,Namibia,-22.9576,18.4904,3/21/2020 0:00,3,0,2,"18.4904,-22.9576",
, ,Nepal,28.1667,84.25,3/21/2020 0:00,1,0,4,"84.25,28.1667",
,Aruba,Netherlands,12.5186,-70.0358,3/21/2020 0:00,5,0,10,"-70.0358,12.5186",
,Curacao,Netherlands,12.1696,-68.99,3/21/2020 0:00,3,1,0,"-68.99,12.1696",
,Sint Maarten,Netherlands,18.0425,-63.0548,3/21/2020 0:00,1,0,10,"-63.0548,18.0425",
, ,Netherlands,52.1326,5.2913,3/21/2020 0:00,3631,136,2,"5.2913,52.1326",
, ,New Zealand,-40.9006,174.886,3/21/2020 0:00,52,0,183,"174.886,-40.9006",
, ,Nicaragua,12.8654,-85.2072,3/21/2020 0:00,2,0,0,"-85.2072,12.8654",
, ,Niger,17.6078,8.0817,3/21/2020 0:00,1,0,0,"8.0817,17.6078",
, ,Nigeria,9.082,8.6753,3/21/2020 0:00,22,0,22,"8.6753,9.082",
, ,North Macedonia,41.6086,21.7453,3/21/2020 0:00,85,0,984,"21.7453,41.6086",
, ,Norway,60.472,8.4689,3/21/2020 0:00,2118,7,403,"8.4689,60.472",
,New Caledonia,France,-20.9043,165.618,3/23/2020 0:00,8,0,0,"165.618,-20.9043",
, ,Mozambique,-18.665695,35.529562,3/20/2020 0:00,0,0,0,"35.529562,-18.665695",
, ,Namibia,-22.9576,18.4904,3/20/2020 0:00,3,0,9,"18.4904,-22.9576",
, ,Nepal,28.1667,84.25,3/20/2020 0:00,1,0,10,"84.25,28.1667",
,Aruba,Netherlands,12.5186,-70.0358,3/20/2020 0:00,5,0,1,"-70.0358,12.5186",
,Curacao,Netherlands,12.1696,-68.99,3/20/2020 0:00,3,1,177,"-68.99,12.1696",
,Sint Maarten,Netherlands,18.0425,-63.0548,3/20/2020 0:00,1,0,5,"-63.0548,18.0425",
, ,Netherlands,52.1326,5.2913,3/20/2020 0:00,2994,106,0,"5.2913,52.1326",
, ,New Zealand,-40.9006,174.886,3/20/2020 0:00,39,0,22,"174.886,-40.9006",
, ,Nicaragua,12.8654,-85.2072,3/20/2020 0:00,1,0,461,"-85.2072,12.8654",
, ,Niger,17.6078,8.0817,3/20/2020 0:00,1,0,0,"8.0817,17.6078",
, ,Nigeria,9.082,8.6753,3/20/2020 0:00,12,0,0,"8.6753,9.082",
, ,North Macedonia,41.6086,21.7453,3/20/2020 0:00,67,0,0,"21.7453,41.6086",
, ,Norway,60.472,8.4689,3/20/2020 0:00,1914,7,0,"8.4689,60.472",
, ,Oman,21,57,3/20/2020 0:00,48,0,2,"57,21",
, ,Pakistan,30.3753,69.3451,3/20/2020 0:00,501,3,2,"69.3451,30.3753",
, ,Panama,8.538,-80.7821,3/20/2020 0:00,137,1,2,"-80.7821,8.538",
, ,Papua New Guinea,-6.315,143.9555,3/20/2020 0:00,1,0,3,"143.9555,-6.315",
, ,Paraguay,-23.4425,-58.4438,3/20/2020 0:00,13,0,7,"-58.4438,-23.4425",
, ,Peru,-9.19,-75.0152,3/20/2020 0:00,234,3,0,"-75.0152,-9.19",
, ,Philippines,13,122,3/20/2020 0:00,230,18,4,"122,13",
, ,Poland,51.9194,19.1451,3/20/2020 0:00,425,5,0,"19.1451,51.9194",
, ,Portugal,39.3999,-8.2245,3/20/2020 0:00,1020,6,110,"-8.2245,39.3999",
, ,Qatar,25.3548,51.1839,3/20/2020 0:00,470,0,0,"51.1839,25.3548",
, ,Romania,45.9432,24.9668,3/20/2020 0:00,308,0,0,"24.9668,45.9432",
, ,Russia,60,90,3/20/2020 0:00,253,1,17,"90,60",
, ,Rwanda,-1.9403,29.8739,3/20/2020 0:00,17,0,984,"29.8739,-1.9403",
, ,Saint Kitts and Nevis,17.357822,-62.782998,3/20/2020 0:00,0,0,0,"-62.782998,17.357822",
, ,Saint Lucia,13.9094,-60.9789,3/20/2020 0:00,2,0,401,"-60.9789,13.9094",
, ,Saint Vincent and the Grenadines,12.9843,-61.2872,3/20/2020 0:00,1,0,570,"-61.2872,12.9843",
, ,San Marino,43.9424,12.4578,3/20/2020 0:00,144,14,295,"12.4578,43.9424",
, ,Saudi Arabia,24,45,3/20/2020 0:00,344,0,119,"45,24",
, ,Senegal,14.4974,-14.4524,3/20/2020 0:00,38,0,1333,"-14.4524,14.4974",
, ,Serbia,44.0165,21.0059,3/20/2020 0:00,135,1,250,"21.0059,44.0165",
, ,Seychelles,-4.6796,55.492,3/20/2020 0:00,7,0,144,"55.492,-4.6796",
, ,Singapore,1.2833,103.8333,3/20/2020 0:00,385,0,168,"103.8333,1.2833",
, ,Slovakia,48.669,19.699,3/20/2020 0:00,137,1,310,"19.699,48.669",
, ,Slovenia,46.1512,14.9955,3/20/2020 0:00,341,1,468,"14.9955,46.1512",
, ,Somalia,5.1521,46.1996,3/20/2020 0:00,1,0,1250,"46.1996,5.1521",
, ,South Africa,-30.5595,22.9375,3/20/2020 0:00,202,0,101,"22.9375,-30.5595",
, ,Spain,40,-4,3/20/2020 0:00,20410,1043,60324,"-4,40",
, ,Sri Lanka,7,81,3/20/2020 0:00,73,0,1014,"81,7",
, ,Sudan,12.8628,30.2176,3/20/2020 0:00,2,1,74,"30.2176,12.8628",
, ,Suriname,3.9193,-56.0278,3/20/2020 0:00,4,0,631,"-56.0278,3.9193",
, ,Sweden,63,16,3/20/2020 0:00,1639,16,934,"16,63",
, ,Switzerland,46.8182,8.2275,3/20/2020 0:00,5294,54,92,"8.2275,46.8182",
, ,Syria,34.802075,38.996815,3/20/2020 0:00,0,0,0,"38.996815,34.802075",
, ,Taiwan*,23.7,121,3/20/2020 0:00,135,2,124,"121,23.7",
, ,Tanzania,-6.369,34.8888,3/20/2020 0:00,6,0,10,"34.8888,-6.369",
, ,Thailand,15,101,3/20/2020 0:00,322,1,75,"101,15",
, ,Timor-Leste,-8.874217,125.727539,3/20/2020 0:00,0,0,3,"125.727539,-8.874217",
, ,Togo,8.6195,0.8248,3/20/2020 0:00,9,0,18,"0.8248,8.6195",
, ,Trinidad and Tobago,10.6918,-61.2225,3/20/2020 0:00,9,0,240,"-61.2225,10.6918",
, ,Tunisia,34,9,3/20/2020 0:00,54,1,752,"9,34",
, ,Turkey,38.9637,35.2433,3/20/2020 0:00,359,4,330,"35.2433,38.9637",
, ,US,37.0902,-95.7129,3/20/2020 0:00,19100,244,2,"-95.7129,37.0902",
, ,Uganda,1,32,3/20/2020 0:00,0,0,133,"32,1",
, ,Ukraine,48.3794,31.1656,3/20/2020 0:00,29,3,536,"31.1656,48.3794",
, ,United Arab Emirates,24,54,3/20/2020 0:00,140,2,133,"54,24",
,Anguilla,United Kingdom,18.2206,-63.0686,3/20/2020 0:00,0,0,0,"-63.0686,18.2206",
,Bermuda,United Kingdom,32.3078,-64.7505,3/20/2020 0:00,2,0,1,"-64.7505,32.3078",
,British Virgin Islands,United Kingdom,18.4207,-64.64,3/20/2020 0:00,0,0,0,"-64.64,18.4207",
,Cayman Islands,United Kingdom,19.3133,-81.2546,3/20/2020 0:00,3,1,73,"-81.2546,19.3133",
,Channel Islands,United Kingdom,49.3723,-2.3644,3/20/2020 0:00,14,0,172,"-2.3644,49.3723",
,Gibraltar,United Kingdom,36.1408,-5.3536,3/20/2020 0:00,10,0,1221,"-5.3536,36.1408",
,Isle of Man,United Kingdom,54.2361,-4.5481,3/20/2020 0:00,1,0,6,"-4.5481,54.2361",
,Montserrat,United Kingdom,16.7425,-62.1874,3/20/2020 0:00,1,0,0,"-62.1874,16.7425",
,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,3/20/2020 0:00,0,0,0,"-71.7979,21.694",
,Reunion,France,-21.1351,55.2471,3/23/2020 0:00,71,0,72,"55.2471,-21.1351",
,Saint Barthelemy,France,17.9,-62.8333,3/23/2020 0:00,3,0,28,"-62.8333,17.9",
,St Martin,France,18.0708,-63.0501,3/23/2020 0:00,8,0,1,"-63.0501,18.0708",
, ,France,46.2276,2.2137,3/23/2020 0:00,19856,860,0,"2.2137,46.2276",
, ,Gabon,-0.8037,11.6094,3/23/2020 0:00,5,1,8,"11.6094,-0.8037",
, ,Gambia,13.4432,-15.3101,3/23/2020 0:00,2,1,6,"-15.3101,13.4432",
, ,Georgia,42.3154,43.3569,3/23/2020 0:00,61,0,3,"43.3569,42.3154",
, ,Germany,51,9,3/23/2020 0:00,29056,123,171,"9,51",
, ,Ghana,7.9465,-1.0232,3/23/2020 0:00,27,2,1,"-1.0232,7.9465",
, ,Greece,39.0742,21.8243,3/23/2020 0:00,695,17,225,"21.8243,39.0742",
, ,Grenada,12.1165,-61.679,3/23/2020 0:00,1,0,11133,"-61.679,12.1165",
, ,Guatemala,15.7835,-90.2308,3/23/2020 0:00,20,1,15,"-90.2308,15.7835",
, ,Guinea,9.9456,-9.6966,3/23/2020 0:00,4,0,1,"-9.6966,9.9456",
, ,Guinea-Bissau,11.8037,-15.1804,3/23/2020 0:00,0,0,1,"-15.1804,11.8037",
, ,Guyana,5,-58.75,3/23/2020 0:00,20,1,227,"-58.75,5",
, ,Haiti,18.9712,-72.2852,3/23/2020 0:00,6,0,11,"-72.2852,18.9712",
, ,Holy See,41.9029,12.4534,3/23/2020 0:00,1,0,0,"12.4534,41.9029",
