Town,Date,Cases,CaseRate,Deaths,PeopleTested,RateTested100k,Lat,Lon,ConfirmedCases_shifted_14_days,Cases added during 14 days,Deaths added during 14 days
Windsor Locks,6/5/2020,116,901,19,682,5297,41.9277901,-72.6516158,101,15,1
Windsor Locks,6/6/2020,117,909,19,694,5390,41.9277901,-72.6516158,101,16,2
Windsor Locks,6/7/2020,118,916,19,699,5429,41.9277901,-72.6516158,102,16,0
Windsor Locks,6/8/2020,118,916,19,754,5856,41.9277901,-72.6516158,106,12,0
Windsor Locks,6/9/2020,118,916,19,781,6066,41.9277901,-72.6516158,109,9,0
Windsor Locks,6/10/2020,117,909,19,780,6058,41.9277901,-72.6516158,109,8,0
Windsor Locks,6/11/2020,117,909,19,792,6151,41.9277901,-72.6516158,110,7,0
Windsor Locks,6/12/2020,117,909,19,810,6291,41.9277901,-72.6516158,111,6,0
Windsor Locks,6/13/2020,117,909,19,820,6368,41.9277901,-72.6516158,110,7,0
Windsor Locks,6/14/2020,117,909,19,833,6469,41.9277901,-72.6516158,111,6,0
Windsor Locks,6/15/2020,117,909,19,844,6555,41.9277901,-72.6516158,112,5,0
Windsor Locks,6/16/2020,117,909,19,850,6601,41.9277901,-72.6516158,116,1,0
Windsor Locks,6/17/2020,117,909,19,855,6640,41.9277901,-72.6516158,116,1,0
Windsor Locks,6/18/2020,117,909,19,867,6733,41.9277901,-72.6516158,116,1,0
Windsor Locks,6/19/2020,117,909,19,877,6811,41.9277901,-72.6516158,116,1,0
Windsor Locks,6/20/2020,117,909,19,878,6819,41.9277901,-72.6516158,117,0,0
Windsor Locks,6/21/2020,117,909,19,878,6819,41.9277901,-72.6516158,118,-1,0
East Windsor,3/24/2020,0,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,3/25/2020,0,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,3/26/2020,0,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,3/27/2020,0,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,3/28/2020,0,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,3/29/2020,0,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,3/30/2020,0,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,3/31/2020,2,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,4/1/2020,2,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,4/2/2020,2,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,4/3/2020,3,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,4/4/2020,4,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,4/5/2020,4,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,4/6/2020,4,0,0,0,0,41.9040095,-72.5644729,0,0,0
East Windsor,4/7/2020,4,0,0,0,0,41.9040095,-72.5644729,0,4,0
East Windsor,4/8/2020,8,0,0,0,0,41.9040095,-72.5644729,0,8,0
East Windsor,4/9/2020,10,0,1,0,0,41.9040095,-72.5644729,0,10,1
East Windsor,4/10/2020,11,0,2,0,0,41.9040095,-72.5644729,0,11,2
East Windsor,4/11/2020,11,0,2,0,0,41.9040095,-72.5644729,0,11,2
East Windsor,4/12/2020,13,0,1,0,0,41.9040095,-72.5644729,0,13,1
East Windsor,4/13/2020,18,0,1,0,0,41.9040095,-72.5644729,0,18,1
East Windsor,4/14/2020,21,0,1,0,0,41.9040095,-72.5644729,2,19,1
East Windsor,4/15/2020,21,0,2,0,0,41.9040095,-72.5644729,2,19,2
East Windsor,4/16/2020,20,176,2,0,0,41.9040095,-72.5644729,2,18,2
East Windsor,4/17/2020,20,176,2,0,0,41.9040095,-72.5644729,3,17,2
East Windsor,4/18/2020,20,176,2,0,0,41.9040095,-72.5644729,4,16,2
East Windsor,4/19/2020,21,185,2,0,0,41.9040095,-72.5644729,4,17,2
East Windsor,4/20/2020,21,185,2,0,0,41.9040095,-72.5644729,4,17,2
East Windsor,4/21/2020,21,185,2,0,0,41.9040095,-72.5644729,4,17,2
East Windsor,4/22/2020,22,193,1,0,0,41.9040095,-72.5644729,8,14,1
East Windsor,4/23/2020,27,237,1,0,0,41.9040095,-72.5644729,10,17,0
East Windsor,4/24/2020,33,290,0,0,0,41.9040095,-72.5644729,11,22,-2
East Windsor,4/25/2020,35,308,1,0,0,41.9040095,-72.5644729,11,24,-1
East Windsor,4/26/2020,36,316,1,0,0,41.9040095,-72.5644729,13,23,0
East Windsor,4/27/2020,39,343,4,0,0,41.9040095,-72.5644729,18,21,3
East Windsor,4/28/2020,40,352,4,0,0,41.9040095,-72.5644729,21,19,3
East Windsor,4/29/2020,41,360,4,0,0,41.9040095,-72.5644729,21,20,2
East Windsor,4/30/2020,46,404,4,0,0,41.9040095,-72.5644729,20,26,2
East Windsor,5/1/2020,51,448,4,0,0,41.9040095,-72.5644729,20,31,2
East Windsor,5/2/2020,52,457,4,0,0,41.9040095,-72.5644729,20,32,2
East Windsor,5/3/2020,53,466,6,0,0,41.9040095,-72.5644729,21,32,4
East Windsor,5/4/2020,57,501,7,0,0,41.9040095,-72.5644729,21,36,5
East Windsor,5/5/2020,59,519,8,0,0,41.9040095,-72.5644729,21,38,6
East Windsor,5/6/2020,60,527,8,0,0,41.9040095,-72.5644729,22,38,7
East Windsor,5/7/2020,64,563,8,0,0,41.9040095,-72.5644729,27,37,7
East Windsor,5/8/2020,72,633,9,0,0,41.9040095,-72.5644729,33,39,9
East Windsor,5/9/2020,82,721,9,0,0,41.9040095,-72.5644729,35,47,8
East Windsor,5/10/2020,84,738,9,0,0,41.9040095,-72.5644729,36,48,8
East Windsor,5/11/2020,118,1037,9,0,0,41.9040095,-72.5644729,39,79,5
East Windsor,5/12/2020,118,1037,10,0,0,41.9040095,-72.5644729,40,78,6
East Windsor,5/13/2020,126,1108,13,0,0,41.9040095,-72.5644729,41,85,9
East Windsor,5/14/2020,126,1108,14,0,0,41.9040095,-72.5644729,46,80,10
East Windsor,5/15/2020,129,1134,17,0,0,41.9040095,-72.5644729,51,78,13
East Windsor,5/16/2020,137,1204,18,374,0,41.9040095,-72.5644729,52,85,14
East Windsor,5/17/2020,139,1222,20,397,0,41.9040095,-72.5644729,53,86,14
East Windsor,5/18/2020,138,1213,20,403,0,41.9040095,-72.5644729,57,81,13
East Windsor,5/19/2020,138,1213,22,425,0,41.9040095,-72.5644729,59,79,14
East Windsor,5/20/2020,140,1231,24,425,3736,41.9040095,-72.5644729,60,80,16
East Windsor,5/21/2020,140,1231,25,437,3842,41.9040095,-72.5644729,64,76,17
East Windsor,5/22/2020,142,1248,25,450,3956,41.9040095,-72.5644729,72,70,16
East Windsor,5/23/2020,142,1248,25,459,4035,41.9040095,-72.5644729,82,60,16
East Windsor,5/24/2020,140,1231,26,469,4123,41.9040095,-72.5644729,84,56,17
East Windsor,5/25/2020,140,1231,26,475,4176,41.9040095,-72.5644729,118,22,17
East Windsor,5/26/2020,141,1240,27,493,4334,41.9040095,-72.5644729,118,23,17
East Windsor,5/27/2020,143,1257,27,516,4536,41.9040095,-72.5644729,126,17,14
East Windsor,5/28/2020,145,1275,27,525,4615,41.9040095,-72.5644729,126,19,13
East Windsor,5/29/2020,145,1275,27,550,4835,41.9040095,-72.5644729,129,16,10
East Windsor,5/30/2020,146,1284,28,553,4862,41.9040095,-72.5644729,137,9,10
East Windsor,5/31/2020,151,1327,29,679,5969,41.9040095,-72.5644729,139,12,9
East Windsor,6/1/2020,149,1310,29,699,6145,41.9040095,-72.5644729,138,11,9
East Windsor,6/2/2020,149,1310,28,708,6224,41.9040095,-72.5644729,138,11,6
East Windsor,6/3/2020,151,1327,30,717,6303,41.9040095,-72.5644729,140,11,6
East Windsor,6/4/2020,154,1354,31,722,6347,41.9040095,-72.5644729,140,14,6
East Windsor,6/5/2020,156,1371,32,734,6453,41.9040095,-72.5644729,142,14,7
East Windsor,6/6/2020,157,1380,32,776,6822,41.9040095,-72.5644729,142,15,7
East Windsor,6/7/2020,157,1380,32,801,7042,41.9040095,-72.5644729,140,17,6
East Windsor,6/8/2020,157,1380,32,812,7138,41.9040095,-72.5644729,140,17,6
East Windsor,6/9/2020,157,1380,32,822,7226,41.9040095,-72.5644729,141,16,5
East Windsor,6/10/2020,157,1380,32,826,7262,41.9040095,-72.5644729,143,14,5
East Windsor,6/11/2020,157,1380,32,834,7332,41.9040095,-72.5644729,145,12,5
East Windsor,6/12/2020,157,1380,32,845,7429,41.9040095,-72.5644729,145,12,5
East Windsor,6/13/2020,157,1380,32,870,7648,41.9040095,-72.5644729,146,11,4
East Windsor,6/14/2020,157,1380,32,877,7710,41.9040095,-72.5644729,151,6,3
East Windsor,6/15/2020,157,1380,32,882,7754,41.9040095,-72.5644729,149,8,3
East Windsor,6/16/2020,157,1380,32,899,7903,41.9040095,-72.5644729,149,8,4
East Windsor,6/17/2020,157,1380,32,903,7938,41.9040095,-72.5644729,151,6,2
East Windsor,6/18/2020,157,1380,32,911,8009,41.9040095,-72.5644729,154,3,1
East Windsor,6/19/2020,157,1380,32,920,8088,41.9040095,-72.5644729,156,1,0
East Windsor,6/20/2020,157,1380,32,924,8123,41.9040095,-72.5644729,157,0,0
East Windsor,6/21/2020,157,1380,32,924,8123,41.9040095,-72.5644729,157,0,0
Windham,3/24/2020,0,0,0,0,0,41.7024192,-72.1700811,0,0,0
Windham,3/25/2020,0,0,0,0,0,41.7024192,-72.1700811,0,0,0
Windham,3/26/2020,0,0,0,0,0,41.7024192,-72.1700811,0,0,0
Windham,3/27/2020,0,0,0,0,0,41.7024192,-72.1700811,0,0,0
Windham,3/28/2020,0,0,0,0,0,41.7024192,-72.1700811,0,0,0
Windham,3/29/2020,0,0,0,0,0,41.7024192,-72.1700811,0,0,0
Windham,3/30/2020,1,0,0,0,0,41.7024192,-72.1700811,0,0,0
Windham,3/31/2020,2,0,0,0,0,41.7024192,-72.1700811,0,0,0
Windham,4/1/2020,5,0,0,0,0,41.7024192,-72.1700811,0,0,0
Windham,4/2/2020,5,0,0,0,0,41.7024192,-72.1700811,0,0,0
Windham,4/3/2020,6,0,0,0,0,41.7024192,-72.1700811,0,0,0
Windham,4/4/2020,7,0,1,0,0,41.7024192,-72.1700811,0,0,0
Windham,4/5/2020,7,0,1,0,0,41.7024192,-72.1700811,0,0,0
Windham,4/6/2020,7,0,1,0,0,41.7024192,-72.1700811,0,0,0
Windham,4/7/2020,9,0,1,0,0,41.7024192,-72.1700811,0,9,1
Windham,4/8/2020,10,0,1,0,0,41.7024192,-72.1700811,0,10,1
Windham,4/9/2020,12,0,1,0,0,41.7024192,-72.1700811,0,12,1
Windham,4/10/2020,15,0,1,0,0,41.7024192,-72.1700811,0,15,1
Windham,4/11/2020,16,0,1,0,0,41.7024192,-72.1700811,0,16,1
Windham,4/12/2020,16,0,1,0,0,41.7024192,-72.1700811,0,16,1
Windham,4/13/2020,23,0,1,0,0,41.7024192,-72.1700811,1,22,1
Windham,4/14/2020,25,0,1,0,0,41.7024192,-72.1700811,2,23,1
Windham,4/15/2020,25,0,1,0,0,41.7024192,-72.1700811,5,20,1
Windham,4/16/2020,23,93,1,0,0,41.7024192,-72.1700811,5,18,1
Windham,4/17/2020,23,93,1,0,0,41.7024192,-72.1700811,6,17,1
Windham,4/18/2020,25,101,1,0,0,41.7024192,-72.1700811,7,18,0
Windham,4/19/2020,26,105,1,0,0,41.7024192,-72.1700811,7,19,0
Windham,4/20/2020,26,105,1,0,0,41.7024192,-72.1700811,7,19,0
Windham,4/21/2020,29,117,1,0,0,41.7024192,-72.1700811,9,20,0
Windham,4/22/2020,30,121,1,0,0,41.7024192,-72.1700811,10,20,0
Windham,4/23/2020,34,138,1,0,0,41.7024192,-72.1700811,12,22,0
Windham,4/24/2020,37,150,1,0,0,41.7024192,-72.1700811,15,22,0
Windham,4/25/2020,39,158,1,0,0,41.7024192,-72.1700811,16,23,0
Windham,4/26/2020,42,170,1,0,0,41.7024192,-72.1700811,16,26,0
Windham,4/27/2020,44,178,1,0,0,41.7024192,-72.1700811,23,21,0
Windham,4/28/2020,44,178,1,0,0,41.7024192,-72.1700811,25,19,0
Windham,4/29/2020,45,182,1,0,0,41.7024192,-72.1700811,25,20,0
Windham,4/30/2020,53,215,1,0,0,41.7024192,-72.1700811,23,30,0
Windham,5/1/2020,61,247,1,0,0,41.7024192,-72.1700811,23,38,0
Windham,5/2/2020,69,279,1,0,0,41.7024192,-72.1700811,25,44,0
Windham,5/3/2020,74,300,2,0,0,41.7024192,-72.1700811,26,48,1
Windham,5/4/2020,78,316,3,0,0,41.7024192,-72.1700811,26,52,2
Windham,5/5/2020,89,360,3,0,0,41.7024192,-72.1700811,29,60,2
Windham,5/6/2020,92,372,4,0,0,41.7024192,-72.1700811,30,62,3
Windham,5/7/2020,92,372,4,0,0,41.7024192,-72.1700811,34,58,3
Windham,5/8/2020,105,425,5,0,0,41.7024192,-72.1700811,37,68,4
Windham,5/9/2020,106,429,5,0,0,41.7024192,-72.1700811,39,67,4
Windham,5/10/2020,106,429,5,0,0,41.7024192,-72.1700811,42,64,4
Windham,5/11/2020,113,457,5,0,0,41.7024192,-72.1700811,44,69,4
Windham,5/12/2020,119,482,7,0,0,41.7024192,-72.1700811,44,75,6
Windham,5/13/2020,120,486,7,0,0,41.7024192,-72.1700811,45,75,6
Windham,5/14/2020,127,514,8,0,0,41.7024192,-72.1700811,53,74,7
Windham,5/15/2020,130,526,8,0,0,41.7024192,-72.1700811,61,69,7
Windham,5/16/2020,133,538,10,504,0,41.7024192,-72.1700811,69,64,9
Windham,5/17/2020,137,555,10,529,0,41.7024192,-72.1700811,74,63,8
Windham,5/18/2020,139,563,10,552,0,41.7024192,-72.1700811,78,61,7
Windham,5/19/2020,140,567,10,591,0,41.7024192,-72.1700811,89,51,7
Windham,5/20/2020,144,583,10,597,2416,41.7024192,-72.1700811,92,52,6
Windham,5/21/2020,152,615,10,632,2558,41.7024192,-72.1700811,92,60,6
Windham,5/22/2020,157,635,10,696,2817,41.7024192,-72.1700811,105,52,5
Windham,5/23/2020,160,648,10,745,3015,41.7024192,-72.1700811,106,54,5
Windham,5/24/2020,164,664,10,803,3250,41.7024192,-72.1700811,106,58,5
Windham,5/25/2020,167,676,10,818,3311,41.7024192,-72.1700811,113,54,5
Windham,5/26/2020,167,676,10,847,3428,41.7024192,-72.1700811,119,48,3
Windham,5/27/2020,169,684,10,899,3639,41.7024192,-72.1700811,120,49,3
Windham,5/28/2020,172,696,10,922,3732,41.7024192,-72.1700811,127,45,2
Windham,5/29/2020,173,700,10,968,3918,41.7024192,-72.1700811,130,43,2
Windham,5/30/2020,175,708,10,975,3946,41.7024192,-72.1700811,133,42,0
Windham,5/31/2020,176,712,10,996,4031,41.7024192,-72.1700811,137,39,0
Windham,6/1/2020,181,733,10,1142,4622,41.7024192,-72.1700811,139,42,0
Windham,6/2/2020,181,733,10,1176,4760,41.7024192,-72.1700811,140,41,0
Windham,6/3/2020,186,753,10,1206,4881,41.7024192,-72.1700811,144,42,0
Windham,6/4/2020,192,777,10,1251,5064,41.7024192,-72.1700811,152,40,0
Windham,6/5/2020,201,814,10,1341,5428,41.7024192,-72.1700811,157,44,0
Windham,6/6/2020,205,830,10,1386,5610,41.7024192,-72.1700811,160,45,0
Windham,6/7/2020,210,850,10,1454,5885,41.7024192,-72.1700811,164,46,0
Windham,6/8/2020,211,854,10,1481,5994,41.7024192,-72.1700811,167,44,0
Windham,6/9/2020,215,870,10,1537,6221,41.7024192,-72.1700811,167,48,0
Windham,6/10/2020,216,874,10,1563,6326,41.7024192,-72.1700811,169,47,0
Windham,6/11/2020,226,915,10,1639,6634,41.7024192,-72.1700811,172,54,0
Windham,6/12/2020,235,951,10,1767,7152,41.7024192,-72.1700811,173,62,0
Windham,6/13/2020,236,955,10,1825,7387,41.7024192,-72.1700811,175,61,0
Windham,6/14/2020,237,959,10,1877,7597,41.7024192,-72.1700811,176,61,0
Windham,6/15/2020,238,963,10,1899,7686,41.7024192,-72.1700811,181,57,0
Windham,6/16/2020,239,967,10,1944,7869,41.7024192,-72.1700811,181,58,0
Windham,6/17/2020,239,967,10,1956,7917,41.7024192,-72.1700811,186,53,0
Windham,6/18/2020,239,967,10,1975,7994,41.7024192,-72.1700811,192,47,0
Windham,6/19/2020,242,980,10,2058,8330,41.7024192,-72.1700811,201,41,0
Windham,6/20/2020,246,996,10,2068,8370,41.7024192,-72.1700811,205,41,0
Windham,6/21/2020,247,1000,10,2070,8379,41.7024192,-72.1700811,210,37,0
Scotland,3/24/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,3/25/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,3/26/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,3/27/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,3/28/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,3/29/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,3/30/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,3/31/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/1/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/2/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/3/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/4/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/5/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/6/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/7/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/8/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/9/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/10/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/11/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/12/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/13/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/14/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/15/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/16/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/17/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/18/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/19/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/20/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/21/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/22/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/23/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/24/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/25/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/26/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/27/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/28/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/29/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,4/30/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/1/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/2/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/3/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/4/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/5/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/6/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/7/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/8/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/9/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/10/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/11/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/12/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/13/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/14/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/15/2020,0,0,0,0,0,41.6921799,-72.0996602,0,0,0
Scotland,5/16/2020,0,0,0,13,0,41.6921799,-72.0996602,0,0,0
Scotland,5/17/2020,0,0,0,14,0,41.6921799,-72.0996602,0,0,0
Scotland,5/18/2020,0,0,0,14,0,41.6921799,-72.0996602,0,0,0
Scotland,5/19/2020,0,0,0,14,0,41.6921799,-72.0996602,0,0,0
Scotland,5/20/2020,0,0,0,15,890,41.6921799,-72.0996602,0,0,0
Scotland,5/21/2020,0,0,0,16,950,41.6921799,-72.0996602,0,0,0
Scotland,5/22/2020,0,0,0,17,1009,41.6921799,-72.0996602,0,0,0
Scotland,5/23/2020,0,0,0,18,1068,41.6921799,-72.0996602,0,0,0
Scotland,5/24/2020,0,0,0,19,1128,41.6921799,-72.0996602,0,0,0
Scotland,5/25/2020,0,0,0,19,1128,41.6921799,-72.0996602,0,0,0
Scotland,5/26/2020,0,0,0,19,1128,41.6921799,-72.0996602,0,0,0
Scotland,5/27/2020,0,0,0,19,1128,41.6921799,-72.0996602,0,0,0
Scotland,5/28/2020,0,0,0,19,1128,41.6921799,-72.0996602,0,0,0
Scotland,5/29/2020,0,0,0,20,1187,41.6921799,-72.0996602,0,0,0
Scotland,5/30/2020,0,0,0,20,1187,41.6921799,-72.0996602,0,0,0
Scotland,5/31/2020,0,0,0,20,1187,41.6921799,-72.0996602,0,0,0
Scotland,6/1/2020,0,0,0,22,1306,41.6921799,-72.0996602,0,0,0
Scotland,6/2/2020,0,0,0,22,1306,41.6921799,-72.0996602,0,0,0
Scotland,6/3/2020,0,0,0,23,1365,41.6921799,-72.0996602,0,0,0
Scotland,6/4/2020,0,0,0,23,1365,41.6921799,-72.0996602,0,0,0
Scotland,6/5/2020,0,0,0,23,1365,41.6921799,-72.0996602,0,0,0
Scotland,6/6/2020,0,0,0,23,1365,41.6921799,-72.0996602,0,0,0
Scotland,6/7/2020,0,0,0,23,1365,41.6921799,-72.0996602,0,0,0
Scotland,6/8/2020,0,0,0,23,1365,41.6921799,-72.0996602,0,0,0
Scotland,6/9/2020,0,0,0,23,1365,41.6921799,-72.0996602,0,0,0
Scotland,6/10/2020,0,0,0,24,1424,41.6921799,-72.0996602,0,0,0
Scotland,6/11/2020,0,0,0,25,1484,41.6921799,-72.0996602,0,0,0
Scotland,6/12/2020,0,0,0,25,1484,41.6921799,-72.0996602,0,0,0
Scotland,6/13/2020,0,0,0,25,1484,41.6921799,-72.0996602,0,0,0
Scotland,6/14/2020,0,0,0,27,1602,41.6921799,-72.0996602,0,0,0
Scotland,6/15/2020,0,0,0,28,1662,41.6921799,-72.0996602,0,0,0
Scotland,6/16/2020,0,0,0,28,1662,41.6921799,-72.0996602,0,0,0
Scotland,6/17/2020,0,0,0,28,1662,41.6921799,-72.0996602,0,0,0
Scotland,6/18/2020,0,0,0,30,1780,41.6921799,-72.0996602,0,0,0
Scotland,6/19/2020,0,0,0,30,1780,41.6921799,-72.0996602,0,0,0
Scotland,6/20/2020,0,0,0,31,1840,41.6921799,-72.0996602,0,0,0
Scotland,6/21/2020,0,0,0,31,1840,41.6921799,-72.0996602,0,0,0
Glastonbury,3/24/2020,6,0,0,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,3/25/2020,7,0,0,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,3/26/2020,8,0,0,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,3/27/2020,8,0,0,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,3/28/2020,8,0,0,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,3/29/2020,11,0,0,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,3/30/2020,12,0,0,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,3/31/2020,12,0,0,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,4/1/2020,13,0,1,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,4/2/2020,14,0,1,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,4/3/2020,18,0,1,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,4/4/2020,20,0,1,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,4/5/2020,21,0,1,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,4/6/2020,26,0,1,0,0,41.6918834,-72.5521735,0,0,0
Glastonbury,4/7/2020,35,0,2,0,0,41.6918834,-72.5521735,6,29,2
Glastonbury,4/8/2020,38,0,2,0,0,41.6918834,-72.5521735,7,31,2
Glastonbury,4/9/2020,43,0,2,0,0,41.6918834,-72.5521735,8,35,2
Glastonbury,4/10/2020,49,0,2,0,0,41.6918834,-72.5521735,8,41,2
Glastonbury,4/11/2020,58,0,5,0,0,41.6918834,-72.5521735,8,50,5
Glastonbury,4/12/2020,59,0,6,0,0,41.6918834,-72.5521735,11,48,6
Glastonbury,4/13/2020,69,0,6,0,0,41.6918834,-72.5521735,12,57,6
Glastonbury,4/14/2020,72,0,6,0,0,41.6918834,-72.5521735,12,60,6
Glastonbury,4/15/2020,84,0,11,0,0,41.6918834,-72.5521735,13,71,10
Glastonbury,4/16/2020,86,249,12,0,0,41.6918834,-72.5521735,14,72,11
Glastonbury,4/17/2020,90,261,14,0,0,41.6918834,-72.5521735,18,72,13
Glastonbury,4/18/2020,98,284,15,0,0,41.6918834,-72.5521735,20,78,14
Glastonbury,4/19/2020,106,307,15,0,0,41.6918834,-72.5521735,21,85,14
Glastonbury,4/20/2020,124,360,20,0,0,41.6918834,-72.5521735,26,98,19
Glastonbury,4/21/2020,131,380,25,0,0,41.6918834,-72.5521735,35,96,23
Glastonbury,4/22/2020,133,386,27,0,0,41.6918834,-72.5521735,38,95,25
Glastonbury,4/23/2020,137,397,27,0,0,41.6918834,-72.5521735,43,94,25
Glastonbury,4/24/2020,142,412,28,0,0,41.6918834,-72.5521735,49,93,26
Glastonbury,4/25/2020,149,432,31,0,0,41.6918834,-72.5521735,58,91,26
Glastonbury,4/26/2020,152,441,35,0,0,41.6918834,-72.5521735,59,93,29
Glastonbury,4/27/2020,157,455,37,0,0,41.6918834,-72.5521735,69,88,31
Glastonbury,4/28/2020,158,458,40,0,0,41.6918834,-72.5521735,72,86,34
Glastonbury,4/29/2020,161,467,43,0,0,41.6918834,-72.5521735,84,77,32
Glastonbury,4/30/2020,170,493,44,0,0,41.6918834,-72.5521735,86,84,32
Glastonbury,5/1/2020,182,528,47,0,0,41.6918834,-72.5521735,90,92,33
Glastonbury,5/2/2020,184,533,47,0,0,41.6918834,-72.5521735,98,86,32
Glastonbury,5/3/2020,187,542,48,0,0,41.6918834,-72.5521735,106,81,33
Glastonbury,5/4/2020,192,557,49,0,0,41.6918834,-72.5521735,124,68,29
Glastonbury,5/5/2020,197,571,52,0,0,41.6918834,-72.5521735,131,66,27
Glastonbury,5/6/2020,203,589,54,0,0,41.6918834,-72.5521735,133,70,27
